type	rank	popularity	fpid	kind	name
f	1	1.0000	9780134661742	video	Clean Code
a	1	1.0000	9780134661742	video	Robert C. Martin
f	2	0.9226	9780134494272	book	Clean Architecture: A Craftsman's Guide to Software Structure and Design
a	2	0.9226	9780134494272	book	Robert C. Martin
f	3	0.8630	9781491962282	book	Hands-On Machine Learning with Scikit-Learn and TensorFlow
a	3	0.8630	9781491962282	book	Aurelien Geron
f	4	0.7461	9781119138556	book	AWS Certified Solutions Architect Official Study Guide
a	4	0.7461	9781119138556	book	Biff Gaut
a	4	0.7461	9781119138556	book	Hisham Baz
a	4	0.7461	9781119138556	book	Joe Baron
a	4	0.7461	9781119138556	book	John Stamper
a	4	0.7461	9781119138556	book	Kevin E. Kelly
a	4	0.7461	9781119138556	book	Sean Senior
a	4	0.7461	9781119138556	book	Tim Bixler
f	5	0.6017	9780134702186	video	Amazon Web Services AWS: AWS Fundamentals
a	5	0.6017	9780134702186	video	Richard A. Jones
f	6	0.5907	9781491903063	book	Designing Data-Intensive Applications, 1st Edition
a	6	0.5907	9781491903063	book	Martin Kleppmann
f	7	0.4725	9780134699967	video	Learning Path: CCNA Routing and Switching (ICND1 100-105, ICND2 200-105, and CCNA 200-125)
a	7	0.4725	9780134699967	video	Kevin Wallace
f	8	0.4350	9780134217543	video	ITIL Foundation Exam
a	8	0.4350	9780134217543	video	Jill Knapp
f	9	0.4290	9781491957653	book	Python for Data Analysis, 2nd Edition
a	9	0.4290	9781491957653	book	William Wesley McKinney
f	10	0.3891	9781491904794	video	Introduction to Python
a	10	0.3891	9781491904794	video	Jessica McKellar
f	11	0.3876	9781491912201	book	Spark: The Definitive Guide
a	11	0.3876	9781491912201	book	Bill Chambers
a	11	0.3876	9781491912201	book	Matei Zaharia
f	12	0.3790	9780136083238	book	Clean Code
a	12	0.3790	9780136083238	book	Robert C. Martin
f	13	0.3701	9781491936153	book	Kafka: The Definitive Guide
a	13	0.3701	9781491936153	book	Gwen Shapira
a	13	0.3701	9781491936153	book	Neha Narkhede
a	13	0.3701	9781491936153	book	Todd Palino
f	14	0.3445	9781449355722	book	Learning Python, 5th Edition
a	14	0.3445	9781449355722	book	Mark Lutz
f	15	0.3387	9780133489354	video	Java 8 Fundamentals: Modern Java Development with Lambdas, Streams, and Introducing Java 9's JShell and the Java Platform Module System (JPMS)
a	15	0.3387	9780133489354	video	Paul Deitel
f	16	0.3245	9780134723990	video	Red Hat Certified System Administrator (RHCSA) with Virtual Machines, Second Edition
a	16	0.3245	9780134723990	video	Sander van Vugt
f	17	0.3226	0636920103295	olt	Amazon Web Services: Solutions Architect Associate Certification Training
a	17	0.3226	0636920103295	olt	Mark Wilkins
f	18	0.3101	0596007124	book	Head First Design Patterns
a	18	0.3101	0596007124	book	Bert Bates
a	18	0.3101	0596007124	book	Elisabeth Robson
a	18	0.3101	0596007124	book	Eric Freeman
a	18	0.3101	0596007124	book	Kathy Sierra
f	19	0.3011	9780134770826	video	Deep Learning with TensorFlow: Applications of Deep Neural Networks to Machine Learning Tasks
a	19	0.3011	9780134770826	video	Jon Krohn
f	20	0.2996	9781118957424	book	OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808
a	20	0.2996	9781118957424	book	Jeanne Boyarsky
a	20	0.2996	9781118957424	book	Scott Selikoff
f	21	0.2968	0636920106371	olt	CCNA Routing and Switching 200-125 Crash Course, Part 1
a	21	0.2968	0636920106371	olt	Kevin Wallace
f	22	0.2957	9780071849265	book	CISSP All-in-One Exam Guide, Seventh Edition, 7th Edition
a	22	0.2957	9780071849265	book	Fernando Maymi
a	22	0.2957	9780071849265	book	Shon Harris
f	23	0.2950	9781119252283	book	CISSP Official (ISC)2 Practice Tests
a	23	0.2950	9781119252283	book	David Seidl
a	23	0.2950	9781119252283	book	Mike Chapple
f	24	0.2858	0636920093169	olt	Networking in AWS
a	24	0.2858	0636920093169	olt	Richard A. Jones
f	25	0.2855	9781491935668	book	Kubernetes: Up and Running
a	25	0.2855	9781491935668	book	Brendan Burns
a	25	0.2855	9781491935668	book	Joe Beda
a	25	0.2855	9781491935668	book	Kelsey Hightower
f	26	0.2834	9780134643830	video	Learning Path: CISSP
a	26	0.2834	9780134643830	video	Sari Greene
f	27	0.2806	9781119042716	book	CISSP (ISC)2 Certified Information Systems Security Professional Official Study Guide, 7th Edition
a	27	0.2806	9781119042716	book	Darril Gibson
a	27	0.2806	9781119042716	book	James M. Stewart
a	27	0.2806	9781119042716	book	Mike Chapple
f	28	0.2706	9780134757476	video	Ultimate Go Programming
a	28	0.2706	9780134757476	video	William Kennedy
f	29	0.2704	9781491970836	video	Learning Path: Learn Spring and Spring Boot
f	30	0.2704	9781457191350	book	The Phoenix Project
a	30	0.2704	9781457191350	book	Gene Kim
a	30	0.2704	9781457191350	book	George Spafford
a	30	0.2704	9781457191350	book	Kevin Behr
f	31	0.2649	9781491954614	book	Learning React, 1st Edition
a	31	0.2649	9781491954614	book	Alex Banks
a	31	0.2649	9781491954614	book	Eve Porcello
f	32	0.2489	9781491980446	book	TensorFlow for Deep Learning
a	32	0.2489	9781491980446	book	Bharath Ramsundar
a	32	0.2489	9781491980446	book	Reza Bosagh Zadeh
f	33	0.2481	0636920062035	olt	Docker: Up and Running
a	33	0.2481	0636920062035	olt	Sean Kane
f	34	0.2391	9780981531687	book	Programming in Scala, Third Edition
a	34	0.2391	9780981531687	book	Bill Venners
a	34	0.2391	9780981531687	book	Lex Spoon
a	34	0.2391	9780981531687	book	Martin Odersky
f	35	0.2274	9781491912126	book	Python Data Science Handbook
a	35	0.2274	9781491912126	book	Jake VanderPlas
f	36	0.2257	0636920071075	olt	Getting Started with Spring and Spring Boot
a	36	0.2257	0636920071075	olt	Ken Kousen
f	37	0.2215	9781119067900	book	OCP Oracle Certified Professional Java SE 8 Programmer II
a	37	0.2215	9781119067900	book	Jeanne Boyarsky
a	37	0.2215	9781119067900	book	Scott Selikoff
f	38	0.2197	9781491950340	book	Building Microservices
a	38	0.2197	9781491950340	book	Sam Newman
f	39	0.2085	0636920071136	olt	Functional Programming in Java 8
a	39	0.2085	0636920071136	olt	Ken Kousen
f	40	0.2061	0636920061755	olt	Building Distributed Pipelines for Data Science Using Kafka, Spark, and Cassandra
a	40	0.2061	0636920061755	olt	Xavier Tordoir
a	40	0.2061	0636920061755	olt	Andy Petrella
f	41	0.2049	9781449369880	book	Introduction to Machine Learning with Python
a	41	0.2049	9781449369880	book	Andreas C. Müller
a	41	0.2049	9781449369880	book	Sarah Guido
f	42	0.2029	9780062565723	book	WTF?: What's the Future and Why It's Up to Us
a	42	0.2029	9780062565723	book	Tim O'Reilly
f	43	0.2007	0636920062158	olt	Python: The Next Level
a	43	0.2007	0636920062158	olt	Aaron Maxwell
f	44	0.1997	9781491974049	book	Head First Android Development, 2nd Edition
a	44	0.1997	9781491974049	book	David Griffiths
a	44	0.1997	9781491974049	book	Dawn Griffiths
f	45	0.1992	0636920077756	olt	Kafka Fundamentals
a	45	0.1992	0636920077756	olt	Dr. Vladimir Bacvanski
a	45	0.1992	0636920077756	olt	Petter Graff
f	46	0.1964	9781491924570	book	Deep Learning
a	46	0.1964	9781491924570	book	Adam Gibson
a	46	0.1964	9781491924570	book	Josh Patterson
f	47	0.1958	9781491954379	book	Mastering Bitcoin, 2nd Edition
a	47	0.1958	9781491954379	book	Andreas M. Antonopoulos
f	48	0.1953	9780134843803	video	Clean Coder (Clean Coders Video Series)
a	48	0.1953	9780134843803	video	Robert C. Martin
f	49	0.1950	0636920105855	olt	Python for Applications: Beyond Scripts
a	49	0.1950	0636920105855	olt	Aaron Maxwell
f	50	0.1917	0636920063544	olt	SQL Fundamentals for Data
a	50	0.1917	0636920063544	olt	Thomas Nield
f	51	0.1910	9781617293986	book	Spring Microservices in Action
a	51	0.1910	9781617293986	book	John Carnell
f	52	0.1878	0596009208	book	Head First Java, 2nd Edition
a	52	0.1878	0596009208	book	Bert Bates
a	52	0.1878	0596009208	book	Kathy Sierra
f	53	0.1855	9780134843810	video	Clean Code Applied (Clean Coders Video Series): Building a Java Web Application with Software Craftsmanship
a	53	0.1855	9780134843810	video	Robert C. Martin
a	53	0.1855	9780134843810	video	Micah Martin
f	54	0.1832	9781491901144	video	Software Architecture Fundamentals Understanding the Basics
a	54	0.1832	9781491901144	video	Mark Richards
a	54	0.1832	9781491901144	video	Neal Ford
f	55	0.1822	0636920074069	olt	Cloud Native Architecture Patterns
a	55	0.1822	0636920074069	olt	Matt Stine
f	56	0.1819	0636920088288	olt	Docker: Beyond the Basics (CI & CD)
a	56	0.1819	0636920088288	olt	Sean Kane
f	57	0.1818	9780134580715	video	CCNA Routing and Switching 200-125
a	57	0.1818	9780134580715	video	Kevin Wallace
f	58	0.1813	9781788478489	video	The Ultimate Hands-on Hadoop
a	58	0.1813	9781788478489	video	Frank Kane
f	59	0.1801	9780134384528	video	Algorithms: 24-part Lecture Series
a	59	0.1801	9780134384528	video	Robert Sedgewick
a	59	0.1801	9780134384528	video	Kevin Wayne
f	60	0.1798	9781491979792	book	Ansible: Up and Running, 2nd Edition
a	60	0.1798	9781491979792	book	Lorin Hochstein
a	60	0.1798	9781491979792	book	Rene Moser
f	61	0.1794	9781491987643	book	C# 7.0 in a Nutshell
a	61	0.1794	9781491987643	book	Ben Albahari
a	61	0.1794	9781491987643	book	Joseph Albahari
f	62	0.1780	9781491901687	book	Hadoop: The Definitive Guide, 4th Edition
a	62	0.1780	9781491901687	book	Tom White
f	63	0.1734	0636920057253	olt	Design Patterns Boot Camp
a	63	0.1734	0636920057253	olt	Eric Freeman
a	63	0.1734	0636920057253	olt	Elisabeth Robson
f	64	0.1731	9781449359034	book	Learning Spark
a	64	0.1731	9781449359034	book	Andy Konwinski
a	64	0.1731	9781449359034	book	Holden Karau
a	64	0.1731	9781449359034	book	Matei Zaharia
a	64	0.1731	9781449359034	book	Patrick Wendell
f	65	0.1722	9781449374631	book	Cloud Native Java
a	65	0.1722	9781449374631	book	Josh Long
a	65	0.1722	9781449374631	book	Kenny Bastani
f	66	0.1685	9781492024255	book	HBase: The Definitive Guide, 2nd Edition
a	66	0.1685	9781492024255	book	Lars George
f	67	0.1674	0636920084044	olt	Fundamentals of Data Architecture
a	67	0.1674	0636920084044	olt	Ted Malaska
f	68	0.1660	9780137150021	book	Effective Java, 2nd Edition
a	68	0.1660	9780137150021	book	Joshua Bloch
f	69	0.1645	9781119363392	book	OCA / OCP Java SE 8 Programmer Practice Tests
a	69	0.1645	9781119363392	book	Jeanne Boyarsky
a	69	0.1645	9781119363392	book	Scott Selikoff
f	70	0.1612	9780134678658	video	Building Microservices with Spring Boot, Second Edition
a	70	0.1612	9780134678658	video	Josh Long
a	70	0.1612	9780134678658	video	Phillip Webb
f	71	0.1600	9781260011388	book	OCA Java SE 8 Programmer I Exam Guide (Exams 1Z0-808)
a	71	0.1600	9781260011388	book	Bert Bates
a	71	0.1600	9781260011388	book	Kathy Sierra
f	72	0.1599	9781457191381	book	The DevOps Handbook
a	72	0.1599	9781457191381	book	Gene Kim
a	72	0.1599	9781457191381	book	Jez Humble
a	72	0.1599	9781457191381	book	John Willis
a	72	0.1599	9781457191381	book	Patrick Debois
f	73	0.1597	9780134217314	video	Python Programming Language
a	73	0.1597	9780134217314	video	David Beazley
f	74	0.1546	9781491977071	book	Terraform: Up and Running
a	74	0.1546	9781491977071	book	Yevgeniy Brikman
f	75	0.1544	0636920064794	olt	Python: Beyond the Basics
a	75	0.1544	0636920064794	olt	Aaron Maxwell
f	76	0.1542	9780134756677	video	PMP Exam Prep: Earn Your PMP Certification
a	76	0.1542	9780134756677	video	MCT Joseph Phillips MCSE
f	77	0.1539	9780134663869	video	Learning Node.js, 2/e
a	77	0.1539	9780134663869	video	Marc Wandschneider
f	78	0.1530	9781617293122	book	Angular 2 Development with TypeScript
a	78	0.1530	9781617293122	book	Yakov Fain
a	78	0.1530	9781617293122	book	Anton Moiseev
f	79	0.1520	software-architecture191	conf	O'Reilly Software Architecture Conference in New York 2017
f	80	0.1507	9781617291203	book	Spring in Action, 4th Edition: Covers Spring 4
a	80	0.1507	9781617291203	book	Craig Walls
f	81	0.1505	oscon214	conf	O'Reilly Open Source Convention in Austin 2017
f	82	0.1489	9781617291999	book	Java 8 in Action: Lambdas, streams, and functional-style programming
a	82	0.1489	9781617291999	book	Raoul-Gabriel Urma
a	82	0.1489	9781617291999	book	Mario Fusco
a	82	0.1489	9781617291999	book	Alan Mycroft
f	83	0.1480	0201633612	book	Design Patterns: Elements of Reusable Object-Oriented Software
a	83	0.1480	0201633612	book	Erich Gamma
a	83	0.1480	0201633612	book	John Vlissides
a	83	0.1480	0201633612	book	Ralph Johnson
a	83	0.1480	0201633612	book	Richard Helm
f	84	0.1474	9781491943199	book	High Performance Spark
a	84	0.1474	9781491943199	book	Holden Karau
a	84	0.1474	9781491943199	book	Rachel Warren
f	85	0.1468	9781449364908	book	Head First PMP, 3rd Edition
a	85	0.1468	9781449364908	book	Andrew Stellman
a	85	0.1468	9781449364908	book	Jennifer Greene
f	86	0.1454	9781491989371	book	Python Machine Learning Cookbook
a	86	0.1454	9781491989371	book	Chris Albon
f	87	0.1443	9781491931240	book	Network Programmability and Automation
a	87	0.1443	9781491931240	book	Jason Edelman
a	87	0.1443	9781491931240	book	Matt Oswalt
a	87	0.1443	9781491931240	book	Scott S. Lowe
f	88	0.1428	9781491919521	book	Head First Python, 2nd Edition
a	88	0.1428	9781491919521	book	Paul Barry
f	89	0.1418	9781491978504	book	Learning TensorFlow
a	89	0.1418	9781491978504	book	Itay Lieder
a	89	0.1418	9781491978504	book	Tom Hope
a	89	0.1418	9781491978504	book	Yehezkel S. Resheff
f	90	0.1409	9780132762564	book	Algorithms, Fourth Edition
a	90	0.1409	9780132762564	book	Kevin Wayne
a	90	0.1409	9780132762564	book	Robert Sedgewick
f	91	0.1399	0636920057086	olt	From Monolith to Microservices
a	91	0.1399	0636920057086	olt	Sam Newman
f	92	0.1393	0636920107521	olt	CCNA Routing and Switching 200-125 Crash Course, Part 2
a	92	0.1393	0636920107521	olt	Kevin Wallace
f	93	0.1374	9781491986356	book	Building Evolutionary Architectures
a	93	0.1374	9781491986356	book	Neal Ford
a	93	0.1374	9781491986356	book	Patrick Kua
a	93	0.1374	9781491986356	book	Rebecca Parsons
f	94	0.1368	9781491921296	book	Interactive Data Visualization for the Web, 2nd Edition
a	94	0.1368	9781491921296	book	Scott Murray
f	95	0.1342	9780134663500	video	Linux Under the Hood
a	95	0.1342	9780134663500	video	Sander van Vugt
f	96	0.1325	9781491925607	book	Fundamentals of Deep Learning
a	96	0.1325	9781491925607	book	Nikhil Buduma
f	97	0.1324	0636920068075	olt	Developing Angular web apps with TypeScript
a	97	0.1324	0636920068075	olt	Yakov Fain
f	98	0.1323	0636920127277	olt	Do More. Do Things That Were Previously Impossible!
a	98	0.1323	0636920127277	olt	Tim O'Reilly
f	99	0.1310	9780134762807	video	Learning Path: CCENT ICND1 100-105
a	99	0.1310	9780134762807	video	Kevin Wallace
a	99	0.1310	9780134762807	video	Wendell Odom
f	100	0.1298	9780134440903	book	CCENT/CCNA ICND1 100-105 Official Certification Guide
a	100	0.1298	9780134440903	book	Wendell Odom
f	101	0.1293	9780134426020	book	Designing for Cisco Network Service Architectures (ARCH) Foundation Learning Guide, Fourth Edition
a	101	0.1293	9780134426020	book	Andre Laurent
a	101	0.1293	9780134426020	book	Marwan Al-shawi
f	102	0.1267	9780134383613	video	Learning Modern Java: A Crash Course Using Java 8
a	102	0.1267	9780134383613	video	Marty Hall
f	103	0.1265	9781491927274	book	Programming Rust
a	103	0.1265	9781491927274	book	Jason Orendorff
a	103	0.1265	9781491927274	book	Jim Blandy
f	104	0.1261	9781482262759	book	Official (ISC)2 Guide to the CISSP CBK, Fourth Edition, 4th Edition
a	104	0.1261	9781482262759	book	Adam Gordon
f	105	0.1247	9781491908419	book	Effective Modern C++
a	105	0.1247	9781491908419	book	Scott Meyers
f	106	0.1230	9781449361167	book	Introducing Python
a	106	0.1230	9781449361167	book	Bill Lubanovic
f	107	0.1224	artificial-intelligence258	conf	O'Reilly Artificial Intelligence Conference in New York 2017
f	108	0.1218	9780134783253	video	Linux Foundation Certified System Administrator (LFCS)
a	108	0.1218	9780134783253	video	Sander van Vugt
f	109	0.1210	9781617293344	book	React Quickly: Painless web apps with React, JSX, Redux, and GraphQL
a	109	0.1210	9781617293344	book	Azat Mardan
f	110	0.1204	9780134514802	book	CCNA Data Center DCICN 200-150 Official Cert Guide
a	110	0.1204	9780134514802	book	Cesar Obediente
a	110	0.1204	9780134514802	book	Chad Hintz
a	110	0.1204	9780134514802	book	Ozden Karakok
f	111	0.1201	9781491946237	book	Fluent Python
a	111	0.1201	9781491946237	book	Luciano Ramalho
f	112	0.1197	0636920092223	olt	Git Fundamentals
a	112	0.1197	0636920092223	olt	Brent Laster
f	113	0.1194	0636920086307	olt	Intro to Deep Learning Theory and Practice Featuring Keras
a	113	0.1194	0636920086307	olt	Adam Breindel
f	114	0.1167	9780134667577	video	Internet of Things (IoT) Fundamentals
a	114	0.1167	9780134667577	video	Jerome Henry
a	114	0.1167	9780134667577	video	Rob Barton
f	115	0.1164	0636920096276	olt	Amazon Web Services: Architect Associate Certification - AWS Core Architecture Concepts
a	115	0.1164	0636920096276	olt	Mark Wilkins
f	116	0.1159	0201485672	book	Refactoring: Improving the Design of Existing Code
a	116	0.1159	0201485672	book	Don Roberts
a	116	0.1159	0201485672	book	John Brant
a	116	0.1159	0201485672	book	Kent Beck
a	116	0.1159	0201485672	book	Martin Fowler
a	116	0.1159	0201485672	book	William Opdyke
f	117	0.1158	9781491952955	book	Practical Statistics for Data Scientists
a	117	0.1158	9781491952955	book	Andrew Bruce
a	117	0.1158	9781491952955	book	Peter Bruce
f	118	0.1158	0321125215	book	Domain-Driven Design: Tackling Complexity in the Heart of Software
a	118	0.1158	0321125215	book	Eric Evans
f	119	0.1158	9781491933657	book	Cassandra: The Definitive Guide, 2nd Edition
a	119	0.1158	9781491933657	book	Eben Hewitt
a	119	0.1158	9781491933657	book	Jeff Carpenter
f	120	0.1157	9781935589679	book	A Guide to the Project Management Body of Knowledge (PMBOK Guide), Fifth Edition
a	120	0.1157	9781935589679	book	Project Management Institute
f	121	0.1155	strata193	conf	Strata + Hadoop World in San Jose 2017
f	122	0.1153	9780134578149	video	Leading SAFe (Scaled Agile Framework) 4.0
a	122	0.1153	9780134578149	video	Dean Leffingwell
f	123	0.1111	9781491929117	book	Site Reliability Engineering
a	123	0.1111	9781491929117	book	Betsy Beyer
a	123	0.1111	9781491929117	book	Chris Jones
a	123	0.1111	9781491929117	book	Jennifer Petoff
a	123	0.1111	9781491929117	book	Niall Richard Murphy
f	124	0.1101	9780133481617	book	CCIE Routing and Switching v5.0 Official Cert Guide, Volume 1, Fifth Edition
a	124	0.1101	9780133481617	book	Narbik Kocharians
a	124	0.1101	9780133481617	book	Peter Paluch
a	124	0.1101	9780133481617	book	Wendell Odom
f	125	0.1091	9781491944684	book	Head First Agile
a	125	0.1091	9781491944684	book	Andrew Stellman
a	125	0.1091	9781491944684	book	Jennifer Greene
f	126	0.1085	9781491935811	video	The Principles of Microservices
a	126	0.1085	9781491935811	video	Sam Newman
f	127	0.1069	9781634622479	book	DAMA-DMBOK: Data Management Body of Knowledge (2nd Edition)
a	127	0.1069	9781634622479	book	DAMA International
f	128	0.1068	9781491935941	book	Modern Linux Administration
a	128	0.1068	9781491935941	book	Sam R. Alapati
f	129	0.1067	0636920069348	olt	Performance Monitoring and Diagnostics for Linux Applications
a	129	0.1067	0636920069348	olt	Sasha Goldshtein
f	130	0.1058	9780071808552	book	Java The Complete Reference, 9th Edition
a	130	0.1058	9780071808552	book	Herbert Schildt
f	131	0.1057	9780134663999	video	Learning Path: Cisco CCNP Routing and Switching v2.0
a	131	0.1057	9780134663999	video	Kevin Wallace
f	132	0.1055	020161622X	book	The Pragmatic Programmer: From Journeyman to Master
a	132	0.1055	020161622X	book	Andrew Hunt
a	132	0.1055	020161622X	book	David Thomas
f	133	0.1055	9780321699909	book	Programming in Python 3: A Complete Introduction to the Python Language, Second Edition
a	133	0.1055	9780321699909	book	Mark Summerfield
f	134	0.1049	0636920084679	olt	Deploying Applications with Ansible
a	134	0.1049	0636920084679	olt	James Meickle
f	135	0.1048	0636920121657	olt	Red Hat Certified System Administrator (RHCSA) Crash Course, Part 1
a	135	0.1048	0636920121657	olt	Sander van Vugt
f	136	0.1040	9781259584619	book	OCA Oracle Database SQL Exam Guide (Exam 1Z0-071)
a	136	0.1040	9781259584619	book	Steve O'Hearn
f	137	0.1030	9781457189906	book	Automate the Boring Stuff with Python
a	137	0.1030	9781457189906	book	Al Sweigart
f	138	0.1030	0636920071051	olt	High-Performance TensorFlow in Production
a	138	0.1030	0636920071051	olt	Chris Fregly
f	139	0.1029	9780134688671	video	React.js Fundamentals and Advanced LiveLessons
a	139	0.1029	9780134688671	video	Charles Crawford
f	140	0.1015	9780071841948	book	RHCSA/RHCE Red Hat Linux Certification Study Guide, Seventh Edition (Exams EX200 & EX300), 7th Edition
a	140	0.1015	9780071841948	book	Alessandro Orsaria
a	140	0.1015	9780071841948	book	Michael Jang
f	141	0.1012	9780134743400	video	Modern Python LiveLessons: Big Ideas and Little Code in Python
a	141	0.1012	9780134743400	video	Raymond Hettinger
f	142	0.1010	9781491999301	book	iOS 11 Programming Fundamentals with Swift
a	142	0.1010	9781491999301	book	Matt Neuburg
f	143	0.1009	9780132808200	book	TCP/IP Illustrated, Volume 1: The Protocols
a	143	0.1009	9780132808200	book	Kevin R. Fall
a	143	0.1009	9780132808200	book	W. Richard Stevens
f	144	0.0997	0636920092247	olt	Next Level Git
a	144	0.0997	0636920092247	olt	Brent Laster
f	145	0.0992	9781491924914	video	Distributed Systems in One Lesson
a	145	0.0992	9781491924914	video	Tim Berglund
f	146	0.0991	9781617292231	book	Grokking Algorithms: An illustrated guide for programmers and other curious people
a	146	0.0991	9781617292231	book	Aditya Y. Bhargava
f	147	0.0988	9780132542913	book	The Clean Coder
a	147	0.0988	9780132542913	book	Robert C. Martin
f	148	0.0986	9781491978221	book	Natural Language Processing with PyTorch
a	148	0.0986	9781491978221	book	Delip Rao
a	148	0.0986	9781491978221	book	Goku Mohandas
f	149	0.0984	9781491964125	video	Introduction to Kotlin Programming
a	149	0.0984	9781491964125	video	Hadi Hariri
f	150	0.0976	0636920091097	olt	Java 8 Concurrency
a	150	0.0976	0636920091097	olt	Douglas Schmidt
f	151	0.0969	9781449363819	book	Learning Agile
a	151	0.0969	9781449363819	book	Andrew Stellman
a	151	0.0969	9781449363819	book	Jennifer Greene
f	152	0.0968	9780134030999	book	Red Hat RHCSA/RHCE 7 Cert Guide: Red Hat Enterprise Linux 7 (EX200 and EX300)
a	152	0.0968	9780134030999	book	Sander van Vugt
f	153	0.0967	0636920084204	olt	JavaScript: Beyond the Basics
a	153	0.0967	0636920084204	olt	Ethan Brown
f	154	0.0966	1587052024	book	Routing TCP/IP, Volume 1, 2/e
a	154	0.0966	1587052024	book	Jennifer Carroll Jeff Doyle
f	155	0.0958	0636920105800	olt	Functional Design for Java 8
a	155	0.0958	0636920105800	olt	Simon Roberts
f	156	0.0957	9780134662046	video	Learning Path: Professional Java Developer
a	156	0.0957	9780134662046	video	Paul J. Deitel
f	157	0.0953	9780470074688	book	Fundamentals of Building Construction: Materials and Methods, 5th Edition
a	157	0.0953	9780470074688	book	Edward Allen
a	157	0.0953	9780470074688	book	Joseph Iano
f	158	0.0949	strata261	conf	Strata Data Conference in New York 2017
f	159	0.0949	9780321700407	book	Essential Scrum: A Practical Guide to the Most Popular Agile Process
a	159	0.0949	9780321700407	book	Kenneth S. Rubin
f	160	0.0949	0636920098508	olt	Learn Linux in 3 Hours
a	160	0.0949	0636920098508	olt	Sander van Vugt
f	161	0.0949	9780133986471	book	Windows Internals, Part 1: System architecture, processes, threads, memory management, and more, Seventh Edition
a	161	0.0949	9780133986471	book	Alex Ionescu
a	161	0.0949	9780133986471	book	David A. Solomon
a	161	0.0949	9780133986471	book	Mark E. Russinovich
a	161	0.0949	9780133986471	book	Pavel Yosifovich
f	162	0.0947	9781491913833	book	Python in a Nutshell, 3rd Edition
a	162	0.0947	9781491913833	book	Alex Martelli
a	162	0.0947	9781491913833	book	Anna Ravenscroft
a	162	0.0947	9781491913833	book	Steve Holden
f	163	0.0945	9781491963036	book	Applied Text Analysis with Python
a	163	0.0945	9781491963036	book	Benjamin Bengfort
a	163	0.0945	9781491963036	book	Rebecca Bilbro
a	163	0.0945	9781491963036	book	Tony Ojeda
f	164	0.0942	9781118771334	book	Data Structures and Algorithms in Java, 6th Edition
a	164	0.0942	9781118771334	book	Michael T. Goodrich
a	164	0.0942	9781118771334	book	Roberto Tamassia
f	165	0.0941	artificial-intelligence272	conf	Artificial Intelligence Conference in San Francisco 2017
f	166	0.0939	9781491933312	book	Optimizing Java
a	166	0.0939	9781491933312	book	Benjamin J Evans
a	166	0.0939	9781491933312	book	Chris Newland
a	166	0.0939	9781491933312	book	James Gough
f	167	0.0935	9781786465719	video	Ansible 2 for Beginners
a	167	0.0935	9781786465719	video	David Cohen
f	168	0.0933	9781617293290	book	Kotlin in Action
a	168	0.0933	9781617293290	book	Dmitry Jemerov
a	168	0.0933	9781617293290	book	Svetlana Isakova
f	169	0.0929	9781457197185	book	Python Crash Course
a	169	0.0929	9781457197185	book	Eric Matthes
f	170	0.0926	0636920094456	olt	Getting Started with React
a	170	0.0926	0636920094456	olt	Samer Buna
f	171	0.0924	0636920071099	olt	Microservices Architecture and Design
a	171	0.0924	0636920071099	olt	Mark Richards
f	172	0.0916	9781617293252	book	OCA Java SE 8 Programmer I Certification Guide
a	172	0.0916	9781617293252	book	Mala Gupta
f	173	0.0916	9780133965827	book	Implementing Cisco IP Switched Networks (SWITCH) Foundation Learning Guide: (CCNP SWITCH 300-115)
a	173	0.0916	9780133965827	book	Erum Frahim
a	173	0.0916	9780133965827	book	Richard Froom
f	174	0.0909	0636920126294	olt	Getting Started with Amazon Web Services (AWS)
a	174	0.0909	0636920126294	olt	Richard A. Jones
f	175	0.0908	9781491973165	book	Modern Java Recipes
a	175	0.0908	9781491973165	book	Ken Kousen
f	176	0.0903	9780134547046	book	Pandas for Everyone: Python Data Analysis
a	176	0.0903	9780134547046	book	Daniel Y. Chen
f	177	0.0902	9780128024379	book	CISSP Study Guide, 3rd Edition
a	177	0.0902	9780128024379	book	Eric Conrad
a	177	0.0902	9780128024379	book	Joshua Feldman
a	177	0.0902	9780128024379	book	Seth Misenar
f	178	0.0896	0636920080794	olt	Introduction to JavaScript Programming
a	178	0.0896	0636920080794	olt	Elisabeth Robson
f	179	0.0895	9781787125445	book	Mastering Blockchain
a	179	0.0895	9781787125445	book	Imran Bashir
f	180	0.0894	9781491970850	video	Learning Path: Scala Fundamentals
f	181	0.0894	9781787129153	video	AWS Certified Solutions Architect  - Associate Tutorial - Step 1
a	181	0.0894	9781787129153	video	Raluca Bolovan
f	182	0.0887	100000006A0453	video	Starting with Angular4
a	182	0.0887	100000006A0453	video	Stone River eLearning
f	183	0.0885	9781449340124	book	Head First JavaScript Programming
a	183	0.0885	9781449340124	book	Elisabeth Robson
a	183	0.0885	9781449340124	book	Eric T. Freeman
f	184	0.0885	9780134177335	book	Core Java Volume I - Fundamentals, Tenth Edition
a	184	0.0885	9780134177335	book	Cay S. Horstmann
f	185	0.0884	9780134655284	video	Git Essentials LiveLessons
a	185	0.0884	9780134655284	video	Daniel Y. Chen
f	186	0.0880	9780134677552	video	Learning Path: Certified Ethical Hacker CEH Complete Video Course
a	186	0.0880	9780134677552	video	Nick Garner
a	186	0.0880	9780134677552	video	William Rothwell
